Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,Age,AveMonthSpend
Partial College,Manual,M,M,1,0,0,2,18073,43,69
Bachelors ,Clerical,M,S,0,0,0,1,30201,43,65
Bachelors ,Clerical,M,S,0,0,0,1,26227,60,56
Bachelors ,Clerical,M,S,1,0,0,1,37150,57,56
Partial College,Manual,F,M,1,0,0,1,19509,56,41
Partial College,Manual,M,M,0,0,0,1,28410,56,59
Partial College,Manual,F,M,0,1,0,3,28195,55,39
Partial College,Manual,M,S,0,1,0,3,27809,55,62
Partial College,Manual,F,M,0,1,0,0,24393,18,44
Partial College,Manual,M,S,1,1,0,0,24191,18,53
Partial College,Manual,M,M,1,1,0,0,12966,18,58
Partial College,Manual,M,M,0,1,0,0,37177,18,72
Partial College,Manual,M,S,0,1,0,0,27343,18,63
High School,Manual,F,S,0,2,0,0,15496,21,36
High School,Manual,M,S,0,2,0,0,21080,21,61
High School,Manual,F,S,0,2,0,0,16122,21,42
High School,Manual,F,S,1,2,0,0,32457,21,37
High School,Manual,M,M,1,2,0,0,18455,21,62
Partial College,Professional,F,M,1,2,0,0,74026,25,48
High School,Manual,F,S,1,0,1,1,21734,22,41
High School,Manual,M,S,0,0,1,1,17731,19,64
Bachelors ,Clerical,F,S,1,0,0,0,30980,19,37
Bachelors ,Clerical,M,M,1,0,0,0,32206,19,69
Bachelors ,Clerical,F,S,0,0,0,0,31838,20,43
Bachelors ,Clerical,F,M,1,0,0,0,23751,20,47
Bachelors ,Clerical,F,S,1,0,0,0,45957,21,40
Partial College,Manual,M,S,0,0,0,0,18277,21,64
Partial College,Manual,F,M,1,0,0,0,21129,21,38
Partial College,Manual,M,S,1,0,0,2,20171,55,53
Bachelors ,Clerical,F,M,1,0,0,1,53402,55,48
Graduate Degree,Clerical,F,S,1,0,0,4,64387,37,48
Graduate Degree,Clerical,F,S,1,0,0,3,42544,37,43
High School,Manual,F,S,0,1,1,1,18668,38,46
Partial College,Manual,M,S,0,0,1,1,34878,38,75
Graduate Degree,Clerical,F,S,0,0,0,3,62531,38,48
Partial College,Manual,M,S,1,1,0,2,31664,39,65
Graduate Degree,Clerical,M,M,1,0,0,3,76955,39,76
Partial College,Manual,M,S,1,1,0,2,23347,40,63
Graduate Degree,Clerical,M,M,1,0,0,3,74679,38,81
Graduate Degree,Clerical,F,S,1,0,0,3,82893,38,52
Bachelors ,Clerical,M,M,0,0,0,0,54465,39,68
Bachelors ,Clerical,M,M,0,0,0,0,56932,39,72
High School,Manual,F,M,1,0,2,2,14953,28,55
High School,Manual,M,M,1,0,2,2,16587,28,83
Partial College,Manual,F,S,0,1,0,0,22795,28,42
Bachelors ,Clerical,F,M,1,0,0,0,46313,28,44
Graduate Degree,Clerical,F,M,0,0,0,0,75188,28,55
Graduate Degree,Clerical,M,S,0,0,0,0,69128,28,67
High School,Manual,F,M,1,0,2,2,13692,29,54
Partial College,Manual,F,S,0,1,0,0,24411,29,40
Bachelors ,Clerical,M,S,0,0,0,0,58599,29,67
Bachelors ,Clerical,M,S,0,0,0,0,75401,29,74
High School,Manual,F,M,1,1,2,2,20722,30,59
Graduate Degree,Clerical,F,S,1,0,0,0,69648,29,49
Graduate Degree,Skilled Manual,F,M,1,0,0,0,94159,29,54
Graduate Degree,Skilled Manual,M,S,1,0,0,0,103596,29,79
Partial College,Manual,M,S,0,2,0,3,15053,46,60
Partial College,Manual,M,S,0,2,0,3,15884,47,54
Partial College,Manual,F,S,1,1,0,2,34882,47,38
High School,Manual,F,M,1,2,1,2,21575,45,53
High School,Manual,F,S,1,2,1,2,24519,45,49
High School,Manual,F,S,0,1,2,2,31757,30,56
Partial College,Manual,M,S,0,0,1,1,25849,30,72
Bachelors ,Clerical,F,M,1,0,0,1,58792,30,50
Graduate Degree,Management,F,S,0,2,0,1,156770,30,55
High School,Skilled Manual,F,S,1,2,0,0,41407,19,40
High School,Skilled Manual,F,S,1,2,0,0,44147,19,46
High School,Skilled Manual,F,S,0,2,0,0,46811,19,43
Partial College,Skilled Manual,M,S,1,1,0,0,59090,19,72
Partial College,Skilled Manual,M,S,0,1,0,0,47709,19,60
Partial College,Skilled Manual,F,S,0,1,0,0,50051,19,44
High School,Skilled Manual,M,S,0,2,0,3,17667,54,56
High School,Skilled Manual,M,M,1,2,0,4,41276,54,66
High School,Skilled Manual,M,M,1,2,0,4,16303,54,60
Partial College,Skilled Manual,F,S,1,1,0,0,65536,19,48
Partial College,Skilled Manual,F,S,1,2,0,0,84454,19,49
High School,Skilled Manual,F,S,0,2,0,0,34863,20,39
Partial College,Skilled Manual,F,S,1,1,0,0,58387,20,42
Partial College,Skilled Manual,M,M,1,2,0,0,83347,20,77
Partial College,Skilled Manual,M,M,1,2,0,0,83603,20,77
Partial High School,Clerical,M,M,1,2,1,2,32327,53,75
High School,Skilled Manual,M,S,0,2,0,4,33123,52,61
Partial College,Clerical,F,M,0,2,0,2,38488,52,43
Partial College,Clerical,F,M,1,2,0,2,31336,52,45
Bachelors ,Management,F,M,1,2,0,2,57526,52,49
Partial High School,Clerical,M,M,1,2,1,2,15362,51,69
Partial High School,Clerical,M,M,1,2,1,2,33502,51,76
High School,Skilled Manual,M,M,1,2,0,4,28012,51,58
High School,Skilled Manual,M,S,0,2,0,4,17031,51,55
Partial College,Clerical,M,S,0,2,0,2,50857,51,64
Partial College,Clerical,F,M,1,2,0,2,46490,51,46
Partial College,Clerical,M,S,0,2,0,2,47967,51,59
Partial College,Clerical,F,M,0,2,0,2,27624,51,36
Partial High School,Clerical,M,M,1,2,1,2,33551,50,75
Partial College,Skilled Manual,F,S,0,2,0,0,72461,20,40
Partial High School,Clerical,F,S,0,2,0,0,39895,21,46
Partial High School,Clerical,F,S,0,2,0,0,40140,21,42
Partial High School,Clerical,M,M,0,2,1,2,23915,50,79
Bachelors ,Professional,F,S,0,2,0,0,52517,21,39
Bachelors ,Professional,M,S,1,2,0,0,72458,21,70
Partial College,Skilled Manual,M,S,0,2,0,0,53492,21,67
Partial College,Skilled Manual,F,S,1,2,0,0,62555,21,47
Partial College,Skilled Manual,M,M,0,2,0,0,90847,21,80
Partial College,Skilled Manual,F,M,1,2,0,0,73440,21,49
Partial College,Skilled Manual,M,S,0,2,0,0,97937,21,72
Partial High School,Clerical,M,M,1,2,1,2,12333,49,70
Partial High School,Clerical,M,M,1,2,1,2,36184,48,79
Partial High School,Clerical,F,M,1,3,1,2,19817,48,51
Partial High School,Clerical,M,M,1,3,1,2,27591,48,75
Partial High School,Clerical,F,M,1,2,1,2,24439,48,48
Partial High School,Clerical,M,M,1,2,1,2,11842,48,73
Partial High School,Clerical,F,M,1,2,1,2,23630,47,44
Partial High School,Clerical,F,M,1,2,1,2,15852,47,46
Partial High School,Clerical,M,M,1,2,1,2,24695,47,74
Partial College,Skilled Manual,M,M,0,2,0,0,58429,18,72
Partial High School,Clerical,F,S,1,3,1,2,19247,46,45
Partial High School,Clerical,M,S,1,4,1,3,31086,46,75
Partial College,Skilled Manual,M,M,0,2,0,2,50647,45,70
Partial High School,Clerical,F,S,0,2,0,3,46823,44,43
Partial College,Skilled Manual,M,M,1,2,0,2,116226,43,78
Partial College,Skilled Manual,F,S,0,2,0,2,96035,43,48
Partial College,Skilled Manual,F,S,0,2,0,0,58883,23,45
High School,Skilled Manual,M,S,0,2,0,0,40847,23,67
High School,Skilled Manual,M,M,1,2,0,0,64297,23,75
High School,Skilled Manual,M,M,1,2,0,0,51437,23,75
Partial College,Skilled Manual,M,S,1,2,0,0,99762,23,76
High School,Skilled Manual,F,M,1,2,0,0,50562,24,52
High School,Skilled Manual,M,S,0,2,0,0,56375,24,71
High School,Skilled Manual,F,M,1,2,0,0,42058,24,47
High School,Skilled Manual,M,S,0,2,0,0,49633,24,68
Partial College,Skilled Manual,F,S,0,2,0,0,60543,25,44
Partial College,Professional,F,S,0,2,0,0,67728,25,45
Partial College,Professional,F,M,1,2,0,0,90957,22,54
Partial College,Professional,F,S,1,2,0,0,80879,22,47
High School,Skilled Manual,F,S,1,2,0,2,104971,42,51
High School,Skilled Manual,F,S,1,2,0,2,66528,41,45
High School,Skilled Manual,M,M,1,2,0,2,86373,41,73
High School,Skilled Manual,F,S,0,2,0,2,78238,41,45
Bachelors ,Management,F,S,0,3,0,1,114352,40,49
Bachelors ,Management,M,S,0,3,1,1,129045,39,93
Bachelors ,Management,F,M,1,3,1,1,94564,39,60
Bachelors ,Management,F,S,0,3,1,1,121764,39,59
Bachelors ,Management,F,S,1,1,0,0,110557,25,53
High School,Professional,F,S,0,2,0,0,42823,24,45
Partial College,Professional,M,S,0,2,0,0,82566,24,66
Partial College,Professional,M,S,1,2,0,0,108491,24,76
Partial College,Professional,F,M,1,2,0,0,87682,24,51
Bachelors ,Management,M,M,1,4,2,2,164705,32,126
Graduate Degree,Management,M,M,1,3,1,1,167370,32,112
Graduate Degree,Management,F,S,0,3,1,1,163474,32,61
Graduate Degree,Management,M,S,0,4,1,1,182076,32,100
Graduate Degree,Management,M,M,1,4,1,1,174949,32,112
Partial High School,Skilled Manual,M,S,1,2,0,2,84846,41,74
Bachelors ,Professional,M,S,0,1,0,0,68675,34,72
Bachelors ,Skilled Manual,F,M,1,2,4,4,77029,34,91
Bachelors ,Skilled Manual,F,S,1,3,5,5,87499,34,95
Bachelors ,Skilled Manual,F,S,1,2,2,4,73445,34,65
Bachelors ,Skilled Manual,M,M,0,2,2,4,95687,34,106
Bachelors ,Skilled Manual,M,M,1,2,2,4,96019,34,114
Bachelors ,Skilled Manual,M,M,1,2,2,4,113471,34,113
Bachelors ,Skilled Manual,F,S,0,2,2,4,78369,34,64
Bachelors ,Professional,F,S,1,2,2,4,88775,35,65
Bachelors ,Professional,F,S,0,2,2,4,91680,35,70
Bachelors ,Professional,M,S,0,1,0,0,104254,30,73
Graduate Degree,Professional,F,M,1,0,2,3,93814,35,67
Bachelors ,Professional,F,S,1,1,0,1,82584,36,48
Bachelors ,Professional,F,M,1,1,0,1,92683,36,54
Bachelors ,Professional,M,S,1,1,0,1,104419,36,82
Bachelors ,Professional,F,S,1,1,0,1,84465,36,53
Partial College,Skilled Manual,M,M,1,1,0,1,75074,36,79
High School,Skilled Manual,F,S,1,3,3,4,45063,37,69
High School,Skilled Manual,F,S,1,3,3,4,31201,37,62
High School,Skilled Manual,F,S,0,4,3,4,45408,37,65
Partial College,Skilled Manual,M,M,1,1,0,1,90801,37,82
Partial College,Skilled Manual,M,M,1,1,0,1,95779,37,78
High School,Skilled Manual,M,M,0,2,2,4,52330,38,111
Partial College,Skilled Manual,M,S,0,1,0,0,40647,31,61
Graduate Degree,Professional,F,S,0,1,0,0,95389,31,51
Graduate Degree,Professional,F,M,0,1,0,0,86428,31,52
Graduate Degree,Professional,F,S,1,1,0,0,82754,31,49
Graduate Degree,Professional,M,S,0,1,0,0,96170,31,76
Graduate Degree,Professional,F,S,1,1,0,0,87243,31,49
Partial High School,Clerical,M,S,0,1,0,2,46916,71,47
Partial College,Skilled Manual,M,M,1,1,0,1,80337,38,76
Partial College,Skilled Manual,F,M,1,1,0,1,76253,38,54
Partial College,Skilled Manual,F,M,1,1,0,1,81649,38,56
Partial College,Skilled Manual,F,M,1,1,0,1,78882,39,53
Graduate Degree,Professional,M,S,1,0,0,2,134113,39,74
Bachelors ,Professional,M,M,1,1,2,3,111781,40,118
Bachelors ,Professional,M,M,1,1,0,1,103535,40,89
Bachelors ,Professional,M,S,1,1,0,1,102190,40,72
Bachelors ,Professional,F,S,0,1,2,2,85935,30,64
Bachelors ,Professional,M,M,0,1,2,2,90834,30,109
Bachelors ,Professional,M,S,0,1,2,2,90292,30,99
Graduate Degree,Management,F,M,0,1,4,4,123246,28,94
Bachelors ,Professional,M,M,0,0,0,2,128435,28,88
Bachelors ,Professional,F,S,1,1,2,2,88674,30,61
Graduate Degree,Management,M,S,0,1,0,1,186611,29,88
Graduate Degree,Management,M,S,0,2,0,1,165344,29,83
Graduate Degree,Management,F,S,0,2,0,1,145791,29,52
Graduate Degree,Management,F,M,0,2,5,5,116646,31,101
Graduate Degree,Management,M,M,0,3,5,5,132568,31,166
Bachelors ,Professional,F,M,1,0,0,2,104966,32,59
Bachelors ,Professional,F,S,1,1,2,2,93168,33,60
Bachelors ,Professional,M,M,1,1,2,2,117477,33,116
Bachelors ,Professional,M,S,0,1,3,3,95742,33,112
Bachelors ,Professional,F,M,1,1,3,3,85530,33,80
Bachelors ,Professional,M,M,1,4,5,5,104184,30,159
Bachelors ,Professional,M,S,0,1,0,0,107307,30,79
Bachelors ,Professional,M,S,0,1,0,0,98317,33,74
Bachelors ,Professional,M,M,0,1,0,0,95319,33,85
Bachelors ,Professional,M,S,1,1,0,0,118052,33,80
Bachelors ,Professional,M,M,1,2,3,3,93009,34,120
Partial College,Clerical,M,M,0,1,0,0,58799,24,74
Partial College,Clerical,M,M,0,1,0,0,58306,24,77
Partial College,Professional,F,M,1,0,2,3,77558,41,67
Bachelors ,Management,F,S,0,0,1,2,103660,41,64
Bachelors ,Management,M,M,0,0,1,2,131531,41,103
Bachelors ,Management,F,M,0,0,1,2,122149,41,66
Partial High School,Skilled Manual,M,S,1,2,0,2,102215,42,74
High School,Professional,F,M,1,2,0,2,80823,42,57
High School,Professional,F,M,1,2,0,2,84935,42,48
Graduate Degree,Management,M,S,1,2,0,2,87469,66,59
Bachelors ,Management,M,M,1,3,2,2,162169,33,121
Bachelors ,Management,F,M,1,4,2,3,134404,33,79
Bachelors ,Management,F,M,1,4,2,2,139866,33,85
Bachelors ,Management,M,S,0,4,2,2,175659,33,116
Graduate Degree,Management,M,M,1,4,1,1,184551,33,111
Bachelors ,Management,F,M,1,0,3,4,100664,34,81
Partial College,Professional,F,M,0,1,2,5,90992,34,72
Bachelors ,Management,M,S,0,4,2,3,176697,34,113
Graduate Degree,Management,M,S,0,3,0,0,192374,34,86
Partial College,Professional,M,M,1,0,2,3,91925,42,103
Graduate Degree,Management,F,M,1,2,0,4,94453,64,42
Bachelors ,Management,M,M,1,4,2,4,161949,35,125
Bachelors ,Management,F,M,1,0,3,5,124352,35,85
Partial College,Professional,M,S,0,3,3,4,152329,35,130
Partial College,Professional,F,S,0,4,2,2,93938,36,70
Bachelors ,Management,M,M,1,2,3,3,173187,36,137
Partial College,Professional,F,M,1,3,4,5,71893,37,80
High School,Professional,M,M,1,2,3,4,114785,37,134
Bachelors ,Management,M,S,0,3,3,3,171472,37,125
High School,Professional,M,S,0,2,0,2,82613,43,73
High School,Professional,F,M,1,0,3,4,80509,43,77
High School,Professional,M,M,1,1,1,2,120171,43,99
Graduate Degree,Management,M,M,1,2,0,4,131910,63,73
Graduate Degree,Management,F,M,1,3,3,3,138993,63,74
Graduate Degree,Management,F,M,1,3,3,3,152157,62,79
Partial College,Professional,M,M,1,4,3,5,159794,38,139
Partial College,Professional,F,S,0,4,3,3,121983,38,79
Partial College,Professional,F,M,1,4,3,4,120410,38,88
Partial High School,Skilled Manual,F,S,0,2,0,2,64808,44,45
Partial High School,Skilled Manual,M,S,0,2,0,3,91543,44,78
Partial High School,Skilled Manual,F,M,1,2,0,2,75185,44,54
Partial High School,Skilled Manual,M,M,1,2,0,2,87071,44,81
High School,Professional,M,M,0,1,1,3,87910,44,96
High School,Professional,M,M,1,1,1,3,98015,44,98
Graduate Degree,Management,F,M,1,2,0,3,109748,45,53
Graduate Degree,Management,F,M,1,2,0,3,93645,45,54
Graduate Degree,Management,F,S,0,2,0,3,85653,45,49
Partial College,Professional,M,M,1,2,0,3,71871,46,72
Partial College,Professional,M,M,1,2,0,3,61441,47,76
Partial College,Professional,F,M,1,2,0,3,69651,47,53
Partial College,Professional,M,S,0,2,0,3,56548,47,67
Partial College,Professional,F,M,1,2,0,3,52655,47,51
Partial College,Professional,M,M,1,2,0,3,59158,47,76
Partial College,Professional,M,S,0,2,0,3,69936,47,68
Partial College,Professional,F,M,0,2,0,4,44106,47,47
Partial College,Professional,F,M,0,2,0,4,48297,47,49
High School,Professional,M,M,1,2,0,4,56495,49,75
High School,Professional,F,M,1,2,0,4,55193,49,51
High School,Professional,F,M,1,2,0,4,64070,49,46
High School,Professional,F,M,1,2,0,4,59501,49,50
High School,Professional,F,M,0,2,0,4,48457,49,46
Bachelors ,Professional,F,S,1,1,4,4,91742,34,85
Bachelors ,Professional,F,S,1,2,4,4,83568,34,81
Bachelors ,Professional,M,M,0,3,4,4,97639,34,140
Bachelors ,Professional,M,S,1,3,4,4,103867,34,130
Bachelors ,Professional,F,S,1,2,2,3,74201,35,67
Bachelors ,Professional,M,S,1,1,0,0,115424,35,75
Partial College,Skilled Manual,F,S,0,1,0,1,77825,36,51
Bachelors ,Professional,M,S,0,1,0,1,100164,36,83
Bachelors ,Professional,F,S,1,1,0,1,89756,36,51
Bachelors ,Professional,M,S,0,1,0,1,105123,36,76
Graduate Degree,Management,F,M,1,1,0,1,113300,68,42
Partial College,Skilled Manual,F,M,1,1,0,1,54961,38,51
Partial College,Skilled Manual,F,S,0,1,0,1,78394,38,45
Bachelors ,Professional,F,S,1,1,0,0,71934,33,46
Bachelors ,Professional,M,S,1,4,5,5,126360,33,149
Bachelors ,Professional,M,M,1,4,5,5,135448,33,170
Bachelors ,Professional,M,S,0,1,0,0,84418,34,70
Bachelors ,Professional,M,S,0,1,0,0,83439,34,76
Bachelors ,Professional,M,S,0,1,0,0,93908,34,78
Bachelors ,Professional,F,S,0,2,0,0,80373,35,47
Bachelors ,Professional,M,S,0,2,0,0,117187,35,82
Partial College,Skilled Manual,M,M,1,1,0,1,95416,37,80
Partial College,Skilled Manual,M,S,1,1,0,1,92596,37,76
Partial College,Skilled Manual,F,S,1,1,0,1,60028,37,45
Partial College,Skilled Manual,F,S,1,2,4,5,69892,37,83
Bachelors ,Professional,F,S,1,1,0,2,112959,40,53
Bachelors ,Management,M,M,0,1,0,2,135354,40,88
Bachelors ,Management,M,M,1,2,0,4,119378,40,83
Partial College,Clerical,M,S,0,2,0,2,59323,62,56
Partial College,Skilled Manual,M,M,1,1,0,1,86151,38,75
Bachelors ,Management,M,S,0,1,0,2,68178,45,70
High School,Skilled Manual,M,M,1,1,0,0,39811,23,67
High School,Skilled Manual,F,S,0,2,0,0,42916,23,41
High School,Skilled Manual,M,S,0,2,0,0,46610,23,65
High School,Skilled Manual,F,S,1,2,0,0,38053,22,45
High School,Skilled Manual,M,M,1,2,0,0,48534,18,63
High School,Skilled Manual,F,S,0,2,0,0,34880,18,44
High School,Skilled Manual,M,S,0,2,0,0,53204,19,60
Partial College,Clerical,M,M,0,2,0,2,50063,61,61
Partial College,Clerical,F,S,0,2,0,2,32631,61,37
High School,Skilled Manual,F,S,0,2,0,0,41744,20,41
High School,Skilled Manual,F,S,0,2,0,0,57043,20,43
High School,Skilled Manual,F,S,0,2,0,0,42925,20,43
Partial High School,Clerical,F,S,0,2,0,0,32346,21,42
High School,Skilled Manual,M,M,0,2,0,0,74787,21,75
Partial High School,Clerical,F,S,0,2,0,0,41646,19,41
Bachelors ,Management,F,M,1,2,0,2,51367,57,44
Bachelors ,Management,M,M,0,2,0,2,47543,57,66
Bachelors ,Management,M,M,1,2,0,2,72663,55,73
High School,Skilled Manual,F,S,0,2,0,0,51992,22,44
High School,Skilled Manual,M,S,0,2,0,0,52163,22,65
High School,Skilled Manual,F,S,1,2,0,0,47782,22,42
High School,Skilled Manual,M,M,0,2,0,0,35208,22,68
Partial College,Skilled Manual,M,S,0,1,0,0,52485,22,65
Partial College,Skilled Manual,F,S,1,1,0,0,42334,22,48
Partial College,Skilled Manual,M,M,1,1,0,0,45465,22,69
Partial College,Skilled Manual,M,M,1,1,0,0,53907,22,69
Partial College,Skilled Manual,M,S,1,1,0,0,38276,22,61
High School,Skilled Manual,F,S,1,2,0,0,51365,23,48
Partial College,Skilled Manual,M,S,0,1,0,0,71870,24,70
Partial College,Skilled Manual,F,S,0,1,0,0,36379,24,39
Partial College,Skilled Manual,M,M,1,1,0,0,48094,24,67
Partial College,Skilled Manual,M,M,1,1,0,0,78181,25,75
Bachelors ,Management,M,M,0,1,0,0,134929,30,85
Bachelors ,Management,F,M,1,1,4,4,106442,30,97
Bachelors ,Management,M,M,1,1,4,4,134601,30,148
Bachelors ,Management,M,M,1,2,0,2,117881,31,87
Graduate Degree,Management,M,M,1,0,1,1,175959,31,107
Graduate Degree,Management,F,S,0,2,1,1,144172,31,59
Graduate Degree,Management,F,S,0,2,0,0,158233,31,52
Graduate Degree,Management,M,S,0,0,0,0,189934,31,83
Bachelors ,Management,M,M,0,4,3,3,172135,40,137
Bachelors ,Management,M,M,1,4,3,3,171001,40,134
Partial College,Professional,M,S,0,0,4,4,160455,40,143
Partial College,Professional,F,M,1,2,3,3,134551,40,88
Partial College,Professional,F,M,1,3,4,4,127328,41,93
Partial College,Professional,F,M,1,2,4,4,131519,41,96
Partial College,Professional,M,S,0,4,4,4,161883,42,140
Partial High School,Professional,F,M,1,4,4,4,134496,42,99
Partial College,Professional,M,M,1,4,3,3,164179,42,138
High School,Professional,M,S,1,4,3,3,102899,43,114
Partial College,Professional,M,S,0,4,4,4,150207,43,141
Partial College,Professional,F,S,0,4,4,4,125157,43,89
Partial College,Professional,M,M,0,1,2,4,112925,44,113
Partial College,Professional,F,S,1,2,0,5,102869,54,47
Bachelors ,Management,F,M,1,4,4,4,141266,54,91
Bachelors ,Management,M,S,0,3,4,4,170574,54,126
Bachelors ,Management,M,M,0,4,4,4,165502,54,146
Partial High School,Skilled Manual,F,M,1,3,1,3,73238,53,61
High School,Professional,M,M,0,2,1,5,91458,53,93
Partial College,Professional,F,M,1,2,0,5,100454,53,53
Bachelors ,Management,F,M,1,4,4,4,139410,53,93
Partial College,Professional,F,M,1,4,4,4,149067,53,93
Partial College,Professional,F,S,1,2,0,5,112119,52,42
Bachelors ,Management,M,S,0,4,4,4,164619,52,137
High School,Professional,F,M,1,2,1,3,99042,44,62
Partial College,Professional,F,M,1,2,2,4,92160,45,72
High School,Professional,F,M,1,2,4,4,98379,44,91
High School,Professional,M,S,0,3,4,4,121252,44,128
Partial College,Professional,M,S,1,4,4,4,153065,44,142
Partial College,Professional,F,M,1,4,4,4,150921,44,98
Bachelors ,Management,M,S,0,0,5,5,171111,45,156
Partial College,Professional,M,S,0,2,5,5,165819,46,154
Partial College,Professional,F,S,0,4,5,5,141592,46,104
High School,Professional,F,M,1,3,1,4,103693,47,68
High School,Professional,M,S,0,3,5,5,159337,47,152
High School,Management,F,S,1,3,1,4,106091,48,57
High School,Management,M,S,1,3,1,4,103213,48,88
Partial College,Management,F,M,1,4,4,4,96936,48,84
High School,Management,M,M,1,3,5,5,139976,48,160
Partial College,Management,F,S,0,4,5,5,126143,49,96
High School,Management,M,S,0,4,5,5,160410,49,146
High School,Management,M,S,0,4,5,5,158881,49,159
High School,Management,M,S,0,4,5,5,161569,50,148
Partial High School,Skilled Manual,F,S,0,2,0,5,90580,51,54
Partial High School,Professional,M,M,1,3,5,5,164408,51,162
Partial High School,Professional,M,M,1,4,5,5,146872,51,159
Partial High School,Professional,F,M,0,4,5,5,129002,51,98
Partial High School,Professional,M,S,0,4,5,5,156762,51,145
Bachelors ,Professional,M,S,0,3,0,0,103753,23,73
Bachelors ,Professional,M,M,1,4,0,0,111135,23,86
Bachelors ,Professional,M,S,1,2,0,0,103322,23,75
Bachelors ,Professional,F,M,1,2,0,0,82230,23,54
Bachelors ,Professional,F,S,0,3,0,0,91026,23,46
Bachelors ,Professional,F,M,0,3,0,0,87419,24,55
Bachelors ,Professional,M,S,0,3,0,0,99717,24,74
Bachelors ,Professional,M,S,0,2,0,0,130302,23,79
Partial High School,Professional,M,M,1,4,0,0,95301,24,87
Bachelors ,Professional,M,S,0,3,0,0,141483,25,82
Bachelors ,Professional,F,M,1,3,0,0,111248,25,55
Bachelors ,Professional,M,S,1,2,0,0,121875,24,76
High School,Management,M,S,1,2,5,5,119562,24,144
High School,Management,F,M,1,4,5,5,127433,24,105
Bachelors ,Professional,F,M,0,3,0,0,115019,25,55
Bachelors ,Professional,F,S,0,3,0,0,110725,25,50
Bachelors ,Professional,M,S,0,3,0,0,136412,25,79
Bachelors ,Professional,M,S,0,3,0,0,137049,26,76
High School,Management,M,S,0,3,5,5,132060,26,150
High School,Management,F,M,1,3,5,5,94562,26,96
Bachelors ,Professional,F,S,0,4,0,0,112285,27,53
High School,Management,F,M,1,3,5,5,136260,26,103
Partial High School,Professional,F,M,0,4,5,5,140613,26,108
High School,Management,M,S,0,4,5,5,155789,26,153
Bachelors ,Professional,M,S,0,4,0,0,129588,27,78
Partial High School,Professional,F,M,1,4,5,5,90348,28,98
Partial High School,Professional,F,M,0,4,5,5,128765,28,99
Partial High School,Professional,M,M,1,4,5,5,167042,27,165
High School,Professional,F,M,1,2,0,4,57577,49,43
High School,Professional,F,M,0,2,0,4,46419,50,50
High School,Professional,M,M,1,2,0,4,48740,50,72
High School,Professional,F,S,1,2,0,4,40784,50,40
High School,Professional,F,M,1,2,0,4,42866,50,51
High School,Professional,M,M,1,2,0,4,50840,61,57
Graduate Degree,Management,M,M,1,2,0,3,89308,61,70
Graduate Degree,Management,F,M,1,2,0,3,89692,60,43
Graduate Degree,Management,F,M,1,2,0,3,100030,60,53
Graduate Degree,Management,F,M,0,2,0,3,92775,60,47
Graduate Degree,Management,M,M,1,2,0,3,120163,60,78
Graduate Degree,Management,M,S,1,2,0,3,90910,59,72
Graduate Degree,Management,M,M,0,2,0,3,129960,59,75
Graduate Degree,Management,F,M,1,2,0,3,91045,59,48
Graduate Degree,Management,F,S,1,2,0,3,101534,59,48
Bachelors ,Management,F,S,0,2,0,3,86606,58,49
Bachelors ,Management,M,M,0,2,0,3,107267,58,76
Bachelors ,Management,F,M,1,2,0,3,80970,58,50
Bachelors ,Management,F,S,1,2,0,3,84783,58,43
Graduate Degree,Management,F,M,1,2,0,3,102997,58,51
High School,Professional,M,M,1,2,0,4,68567,57,71
Bachelors ,Management,M,M,1,2,0,3,73452,57,66
Bachelors ,Management,F,S,0,2,0,4,59666,57,43
Bachelors ,Management,F,M,1,2,0,4,76802,55,47
Bachelors ,Management,M,S,1,2,0,4,115070,55,74
Bachelors ,Management,F,S,1,2,0,4,76736,55,40
Bachelors ,Management,M,M,0,2,0,4,101266,55,82
Bachelors ,Management,M,M,0,2,0,4,117368,55,84
High School,Professional,M,M,1,2,0,4,46767,54,72
Partial High School,Clerical,F,S,0,2,0,5,40287,54,38
High School,Professional,M,M,0,2,0,4,53243,51,64
Partial High School,Clerical,F,S,0,3,0,5,34398,53,40
Partial High School,Clerical,M,S,0,3,0,5,38030,53,56
Partial High School,Clerical,M,S,0,4,0,5,40030,53,56
High School,Professional,F,M,1,3,0,5,38358,52,38
High School,Professional,F,S,0,4,0,5,41858,52,43
Bachelors ,Management,F,M,1,3,0,5,82776,52,57
High School,Professional,F,M,1,2,1,2,36430,51,55
High School,Professional,F,M,0,2,1,2,63097,51,54
Bachelors ,Management,F,S,0,1,1,2,98535,51,56
Bachelors ,Management,F,S,0,1,1,2,95664,51,48
Bachelors ,Management,F,S,0,1,1,2,85988,51,48
High School,Professional,F,S,1,2,1,2,51983,50,53
High School,Professional,M,M,1,2,1,2,59655,50,83
High School,Professional,F,S,1,2,1,2,45614,50,53
High School,Professional,F,M,0,2,1,2,45478,50,51
Partial College,Professional,F,S,1,1,1,2,70983,50,51
Partial College,Professional,F,M,1,2,1,2,75375,50,67
Partial College,Professional,M,M,1,2,1,2,91949,49,90
Partial College,Professional,F,M,1,2,1,4,88150,49,61
Partial College,Professional,M,M,1,2,1,5,97717,49,90
Partial College,Professional,M,M,1,2,1,2,83638,48,86
Partial College,Professional,M,S,1,1,1,2,118072,48,87
