Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AveMonthSpend,BikeBuyer,Year,Age
Bachelors ,Management,F,S,0,1,0,0,105954,52,0,1973,25
Partial High School,Clerical,M,M,1,2,1,2,33162,74,0,1949,49
Graduate Degree,Management,M,M,1,4,1,1,194314,114,1,1966,32
Bachelors ,Skilled Manual,M,M,1,3,4,4,98177,138,1,1964,34
Bachelors ,Skilled Manual,F,S,0,2,2,4,68183,63,0,1964,34
Bachelors ,Professional,F,S,1,2,2,4,86103,63,1,1963,35
Bachelors ,Professional,F,S,0,2,2,4,78937,57,0,1963,35
Bachelors ,Professional,F,S,0,2,2,4,82653,62,1,1963,35
Bachelors ,Professional,M,M,1,2,2,4,114014,113,1,1963,35
Bachelors ,Professional,M,S,0,1,0,0,93421,75,1,1968,30
Graduate Degree,Professional,F,M,1,0,2,2,105584,76,0,1968,30
Bachelors ,Professional,F,S,1,0,0,5,118900,38,0,1925,73
Bachelors ,Professional,M,S,1,2,2,4,114327,105,1,1963,35
Bachelors ,Professional,M,M,1,4,2,4,96820,114,1,1963,35
Bachelors ,Professional,F,S,0,1,0,0,87894,49,1,1963,35
Bachelors ,Professional,M,M,0,1,0,0,103679,86,1,1963,35
Graduate Degree,Professional,F,S,1,0,2,3,106202,69,1,1963,35
Graduate Degree,Professional,M,M,0,0,2,3,120900,114,1,1963,35
Graduate Degree,Professional,F,M,0,0,2,3,81140,65,0,1963,35
High School,Skilled Manual,M,M,1,2,2,3,55513,105,1,1962,36
High School,Skilled Manual,M,S,1,2,3,4,54316,98,1,1962,36
Bachelors ,Professional,M,M,1,1,0,1,97801,83,0,1962,36
Bachelors ,Professional,F,S,0,1,0,1,83379,48,0,1962,36
Partial College,Skilled Manual,F,M,1,1,0,1,76830,50,0,1962,36
Partial College,Skilled Manual,F,M,1,1,0,1,80163,57,0,1962,36
High School,Skilled Manual,F,S,1,3,3,4,60394,71,1,1961,37
High School,Skilled Manual,M,S,1,2,2,4,43322,92,1,1961,37
High School,Skilled Manual,M,M,1,2,2,4,52506,99,1,1961,37
Partial College,Skilled Manual,F,M,1,1,0,1,71563,51,0,1961,37
Partial College,Skilled Manual,F,M,1,1,0,1,55738,45,0,1961,37
Partial College,Skilled Manual,M,M,1,1,0,1,96083,80,1,1961,37
High School,Skilled Manual,M,M,1,2,2,4,61089,107,0,1960,38
Bachelors ,Professional,M,S,0,1,0,0,70881,64,0,1960,38
Partial College,Skilled Manual,M,S,0,1,0,0,60263,70,0,1967,31
Partial College,Skilled Manual,M,S,0,1,0,0,62619,65,1,1967,31
Graduate Degree,Professional,F,S,0,1,0,0,93023,51,0,1967,31
Partial College,Skilled Manual,F,M,1,1,0,1,67325,45,0,1960,38
Partial College,Skilled Manual,F,M,1,1,0,1,79812,58,0,1960,38
Bachelors ,Professional,M,M,1,0,3,4,117410,130,1,1959,39
Bachelors ,Professional,M,M,0,0,3,4,102335,129,1,1959,39
Graduate Degree,Professional,F,M,1,3,5,5,95186,98,0,1959,39
Graduate Degree,Professional,M,M,1,3,5,5,119176,164,1,1959,39
Graduate Degree,Professional,F,M,1,3,5,5,101086,97,1,1959,39
Graduate Degree,Professional,F,S,0,0,0,2,112202,61,0,1959,39
Partial College,Skilled Manual,M,M,1,1,0,1,116519,85,0,1958,40
Bachelors ,Professional,F,S,1,1,0,1,99182,53,0,1958,40
Bachelors ,Professional,F,S,0,1,0,1,82855,52,0,1958,40
Bachelors ,Professional,M,M,1,1,0,1,84534,83,0,1958,40
Bachelors ,Professional,M,S,0,1,0,1,111844,77,1,1958,40
Graduate Degree,Professional,M,M,0,2,4,5,111181,146,1,1958,40
Graduate Degree,Professional,M,M,1,0,0,5,138426,87,0,1958,40
Graduate Degree,Management,M,M,1,0,0,1,138270,88,1,1969,29
Graduate Degree,Management,F,S,1,0,0,1,119380,56,0,1969,29
Graduate Degree,Management,F,M,1,0,0,1,119418,60,0,1969,29
Bachelors ,Professional,F,M,0,1,2,2,93268,69,0,1968,30
Graduate Degree,Management,F,S,1,1,4,4,136067,91,1,1970,28
Bachelors ,Professional,F,S,1,0,0,2,104108,49,1,1970,28
Bachelors ,Professional,F,S,1,3,5,5,78092,88,1,1967,31
Graduate Degree,Management,F,S,0,1,0,1,157856,50,1,1969,29
Graduate Degree,Management,M,M,0,3,5,5,149142,165,1,1966,32
Bachelors ,Professional,F,M,1,1,3,3,82284,81,0,1965,33
Bachelors ,Professional,F,S,0,1,3,3,75649,75,0,1965,33
Bachelors ,Professional,F,M,1,4,5,5,92731,100,1,1965,33
Bachelors ,Professional,M,S,1,1,0,0,100855,77,1,1965,33
Bachelors ,Professional,F,M,1,2,3,3,88885,84,1,1964,34
Bachelors ,Professional,M,S,1,2,3,3,91758,113,1,1964,34
Bachelors ,Professional,F,S,1,2,3,3,85877,77,1,1964,34
Partial High School,Manual,M,S,1,2,0,0,14019,60,0,1973,25
Partial College,Clerical,F,S,0,1,0,0,45805,44,1,1973,25
High School,Professional,M,M,1,2,0,2,76374,77,0,1957,41
Partial College,Professional,F,M,1,0,1,2,69096,62,0,1957,41
Partial College,Professional,F,M,1,0,2,3,92854,77,0,1957,41
Partial College,Professional,M,M,0,1,0,2,123505,82,0,1957,41
Partial High School,Skilled Manual,F,M,1,2,0,2,91818,55,0,1956,42
Partial High School,Skilled Manual,M,S,0,2,0,2,100547,83,0,1956,42
Partial High School,Skilled Manual,F,S,1,2,0,2,90638,48,0,1956,42
Partial High School,Skilled Manual,F,M,1,2,0,2,82806,52,0,1956,42
High School,Professional,M,M,0,2,0,2,84047,82,0,1956,42
High School,Professional,M,S,0,2,0,2,94610,74,1,1956,42
Partial College,Professional,M,M,1,2,0,3,60973,56,0,1932,66
Partial College,Professional,F,M,1,3,5,5,98135,98,0,1965,33
Bachelors ,Management,M,M,1,3,1,3,135615,102,1,1965,33
Bachelors ,Management,M,S,0,4,1,4,133908,92,1,1965,33
Partial College,Professional,M,S,1,4,1,4,120900,90,1,1965,33
Partial College,Professional,F,S,1,4,1,4,106590,59,0,1965,33
Bachelors ,Management,M,S,1,3,2,2,164951,119,1,1965,33
Bachelors ,Management,F,S,1,4,2,3,154588,72,0,1965,33
Graduate Degree,Management,M,M,1,4,1,1,179236,109,0,1965,33
Graduate Degree,Management,M,M,1,1,2,2,180653,123,0,1965,33
Graduate Degree,Management,M,S,0,3,0,0,176997,85,1,1965,33
Partial College,Professional,M,M,1,2,3,4,117868,136,1,1964,34
Partial College,Professional,M,M,1,2,3,4,119118,132,1,1964,34
Bachelors ,Management,F,S,0,4,2,3,141399,73,1,1964,34
Partial College,Professional,F,M,0,0,2,3,94116,71,1,1956,42
Partial College,Professional,F,M,0,1,2,3,75856,70,0,1956,42
Partial College,Professional,M,M,1,0,3,4,84631,124,0,1956,42
Partial College,Professional,M,S,1,0,1,2,122455,92,1,1956,42
Partial High School,Skilled Manual,F,S,0,2,0,2,88044,53,0,1955,43
Partial High School,Skilled Manual,F,S,1,2,0,2,84438,54,0,1955,43
Graduate Degree,Management,F,S,0,2,0,2,66706,40,0,1934,64
Partial College,Professional,M,M,1,2,3,4,131941,140,1,1963,35
Partial College,Professional,F,S,1,2,0,0,105305,51,0,1963,35
Partial College,Professional,F,M,1,2,4,5,102077,95,0,1962,36
Partial College,Professional,M,M,1,3,4,5,121644,143,1,1962,36
Partial College,Professional,M,M,1,3,4,5,123926,151,1,1962,36
Partial College,Professional,M,M,1,4,4,5,129364,149,1,1962,36
Partial College,Professional,F,M,1,3,2,2,100393,75,1,1962,36
Partial College,Professional,M,S,0,3,2,2,112557,102,1,1962,36
Bachelors ,Management,M,S,0,4,2,2,166920,115,1,1962,36
Partial College,Professional,F,S,0,4,1,1,129459,60,1,1962,36
Bachelors ,Management,M,M,0,3,2,2,169458,128,0,1962,36
Partial College,Professional,M,M,1,3,4,5,83006,133,1,1961,37
Partial College,Professional,M,M,1,3,4,5,122583,147,1,1961,37
High School,Professional,F,M,1,1,3,4,95422,79,1,1961,37
High School,Professional,M,M,1,2,3,4,104818,124,1,1961,37
Bachelors ,Management,F,M,0,4,2,2,126505,80,0,1961,37
Partial High School,Skilled Manual,M,S,1,2,0,2,114777,73,1,1955,43
High School,Professional,F,S,0,2,0,2,70549,41,1,1955,43
High School,Professional,F,M,0,2,0,2,82747,50,0,1955,43
High School,Professional,F,M,1,0,3,4,73198,79,1,1955,43
Graduate Degree,Management,M,S,0,3,3,3,177304,106,0,1935,63
Partial College,Professional,F,M,0,2,0,3,64701,50,0,1936,62
Partial College,Professional,F,S,1,2,0,3,46549,46,0,1936,62
Graduate Degree,Management,M,M,1,2,0,2,88955,70,0,1936,62
High School,Professional,F,S,0,2,3,4,98503,78,1,1960,38
High School,Professional,M,M,1,3,3,4,123869,128,1,1960,38
Partial College,Professional,M,M,0,0,3,3,115580,129,1,1960,38
Partial College,Professional,F,M,0,4,3,3,133430,87,0,1960,38
High School,Professional,M,S,1,3,4,5,167022,137,1,1960,38
Bachelors ,Management,F,M,1,3,3,4,140529,86,0,1960,38
Graduate Degree,Management,M,S,0,2,1,1,180408,100,1,1960,38
Partial High School,Skilled Manual,M,M,1,2,0,3,87686,75,0,1954,44
High School,Professional,F,M,1,1,1,3,69313,59,0,1954,44
Graduate Degree,Management,M,M,1,2,0,3,120044,82,0,1953,45
Graduate Degree,Management,F,S,1,2,0,3,96858,51,1,1953,45
Graduate Degree,Management,M,S,1,2,0,3,110392,77,0,1953,45
Graduate Degree,Management,F,S,0,2,0,3,83497,46,0,1953,45
Graduate Degree,Management,F,S,0,2,0,3,107173,54,0,1953,45
Partial College,Professional,M,M,1,2,0,3,49961,74,0,1952,46
Partial College,Professional,F,M,1,2,0,3,40317,45,0,1952,46
Partial College,Professional,F,M,1,2,0,3,44522,47,0,1951,47
Partial College,Professional,M,S,0,2,0,3,54564,69,0,1951,47
Bachelors ,Management,M,M,1,4,4,4,163032,146,0,1945,53
Partial College,Professional,F,S,1,2,0,4,46721,41,0,1951,47
Partial College,Professional,F,S,1,2,0,4,45286,40,0,1951,47
Partial College,Professional,F,M,1,2,0,4,46766,45,0,1950,48
Partial College,Professional,F,S,1,2,0,4,41316,46,0,1950,48
High School,Professional,F,M,1,2,0,4,45569,51,0,1949,49
High School,Professional,M,M,1,2,0,4,56468,70,0,1949,49
High School,Professional,M,M,1,2,0,4,68489,74,0,1949,49
High School,Professional,M,S,1,2,0,4,58589,67,0,1949,49
Bachelors ,Professional,M,M,1,3,4,4,86449,140,1,1964,34
Bachelors ,Professional,M,M,1,2,2,3,88604,104,1,1963,35
Bachelors ,Professional,F,S,0,1,0,0,84791,49,0,1963,35
Bachelors ,Professional,M,S,1,1,0,0,101464,74,1,1963,35
Bachelors ,Professional,F,M,1,0,3,3,117924,88,0,1967,31
Bachelors ,Professional,F,M,1,0,3,3,112192,85,0,1967,31
Bachelors ,Professional,F,M,1,0,3,3,115451,83,0,1967,31
Bachelors ,Professional,M,M,1,0,4,4,127431,151,1,1967,31
Partial College,Skilled Manual,F,M,1,1,0,1,79403,55,0,1962,36
Partial College,Skilled Manual,M,S,1,1,0,1,98083,77,0,1961,37
Graduate Degree,Management,F,S,0,1,0,0,116544,52,1,1966,32
Partial College,Skilled Manual,M,M,1,1,0,1,86167,78,1,1960,38
Bachelors ,Professional,F,M,1,1,0,1,82512,56,0,1959,39
Bachelors ,Professional,F,S,1,1,0,2,67520,40,0,1933,65
Bachelors ,Professional,M,M,0,1,0,0,116209,86,0,1965,33
Bachelors ,Professional,F,M,1,4,5,5,96687,98,1,1965,33
Bachelors ,Professional,M,M,1,4,5,5,131160,171,1,1965,33
Bachelors ,Professional,M,M,1,4,5,5,128007,166,1,1965,33
Bachelors ,Professional,F,S,0,1,0,0,98228,55,0,1964,34
Bachelors ,Professional,M,M,1,1,0,1,131540,86,0,1959,39
Bachelors ,Professional,F,S,0,2,0,0,85495,49,0,1963,35
Partial College,Skilled Manual,F,M,1,1,0,1,69559,53,0,1962,36
Partial College,Skilled Manual,M,M,1,1,0,1,78417,79,0,1962,36
Bachelors ,Professional,M,M,1,2,4,5,102379,141,1,1962,36
Partial College,Skilled Manual,F,M,1,2,4,5,61763,80,1,1962,36
Partial College,Skilled Manual,M,M,1,3,4,5,78410,131,1,1961,37
Partial College,Skilled Manual,F,M,1,1,0,1,63432,52,0,1957,41
Partial College,Skilled Manual,F,S,1,1,0,1,93289,48,0,1957,41
Partial College,Skilled Manual,M,M,1,1,0,1,87553,81,0,1957,41
Partial College,Skilled Manual,M,M,1,2,2,3,83418,114,0,1960,38
Partial College,Skilled Manual,F,M,1,2,2,3,75890,72,0,1960,38
Partial College,Skilled Manual,F,M,1,3,4,5,76620,85,0,1960,38
Partial College,Skilled Manual,F,M,0,3,4,5,73138,86,1,1960,38
Partial College,Skilled Manual,F,M,1,1,0,1,70120,54,0,1957,41
Partial College,Skilled Manual,M,M,0,1,0,1,106711,83,1,1956,42
Bachelors ,Management,F,S,0,1,0,2,55390,44,0,1953,45
High School,Skilled Manual,M,S,1,2,0,0,35901,58,0,1976,22
High School,Skilled Manual,F,M,1,2,0,0,41175,43,0,1976,22
High School,Skilled Manual,M,S,0,2,0,0,45767,62,1,1976,22
High School,Skilled Manual,F,S,0,2,0,0,41400,46,0,1975,23
High School,Skilled Manual,F,M,1,2,0,0,37912,45,0,1976,22
High School,Skilled Manual,M,S,0,2,0,0,53545,61,0,1980,18
High School,Skilled Manual,M,M,1,2,0,0,46946,62,1,1980,18
High School,Skilled Manual,M,S,1,2,0,0,62353,63,1,1980,18
High School,Skilled Manual,F,M,0,2,0,0,36513,44,0,1980,18
High School,Skilled Manual,F,M,1,2,0,0,55178,39,0,1980,18
High School,Skilled Manual,F,S,0,2,0,5,18313,37,0,1946,52
Partial High School,Clerical,M,S,0,2,0,0,52693,68,0,1978,20
High School,Skilled Manual,M,M,1,2,0,0,51632,71,0,1978,20
Partial College,Clerical,F,S,0,2,0,2,43435,39,0,1938,60
Partial High School,Clerical,M,S,0,2,0,0,36832,67,0,1977,21
Partial High School,Clerical,M,S,0,2,0,0,51493,63,0,1977,21
High School,Skilled Manual,F,S,1,2,0,0,47786,38,0,1977,21
Partial College,Clerical,F,S,0,2,0,2,36094,39,0,1939,59
Partial College,Professional,F,S,0,2,1,2,76220,54,0,1950,48
Bachelors ,Management,M,M,0,2,0,2,65942,67,0,1940,58
Bachelors ,Management,M,S,0,2,0,2,79250,69,0,1941,57
Bachelors ,Management,M,M,0,2,0,2,72306,70,0,1943,55
Bachelors ,Management,M,M,1,2,0,2,55888,70,0,1943,55
Partial College,Skilled Manual,M,S,0,1,0,0,47749,57,0,1976,22
Partial College,Skilled Manual,M,S,1,1,0,0,48647,62,0,1976,22
Partial College,Skilled Manual,F,S,1,1,0,0,31020,39,0,1976,22
High School,Skilled Manual,M,S,1,2,0,0,51345,65,0,1975,23
Partial College,Skilled Manual,M,S,0,1,0,0,56003,70,1,1975,23
Partial College,Skilled Manual,F,S,0,1,0,0,45981,40,0,1974,24
Partial College,Skilled Manual,M,S,0,1,0,0,55983,66,0,1974,24
High School,Professional,F,S,1,0,3,4,77387,70,1,1955,43
Bachelors ,Management,F,M,0,1,0,0,116111,54,0,1968,30
Bachelors ,Management,F,S,1,3,0,0,139617,53,1,1967,31
Partial College,Professional,M,M,1,2,4,4,151372,152,1,1958,40
Partial College,Professional,M,M,1,2,4,4,160167,150,1,1958,40
Partial College,Professional,M,S,0,3,3,3,158056,127,1,1958,40
Partial High School,Manual,F,S,0,2,0,0,17798,39,0,1980,18
Partial High School,Manual,F,S,1,2,0,0,22230,42,0,1980,18
Partial College,Clerical,F,S,0,1,0,0,33782,39,0,1979,19
High School,Manual,M,S,0,1,0,0,56224,69,0,1978,20
Bachelors ,Skilled Manual,F,M,1,0,1,1,50394,52,0,1974,24
Bachelors ,Skilled Manual,M,M,0,0,1,1,66462,85,0,1974,24
Partial High School,Manual,F,M,1,2,0,0,15777,37,0,1972,26
Partial High School,Manual,M,M,1,2,0,0,34265,69,0,1972,26
Partial High School,Manual,M,S,0,2,0,0,22698,59,0,1972,26
Bachelors ,Skilled Manual,F,M,1,1,1,1,51824,58,0,1973,25
Bachelors ,Skilled Manual,M,M,1,1,1,1,72634,89,0,1973,25
High School,Manual,F,S,0,1,0,0,40449,43,0,1972,26
High School,Manual,F,S,0,1,0,0,43487,38,1,1972,26
High School,Manual,M,S,0,1,0,0,43842,66,0,1972,26
High School,Manual,M,S,0,1,0,0,54126,65,1,1972,26
High School,Manual,M,S,0,1,0,0,37128,65,0,1972,26
Partial College,Clerical,F,M,1,0,2,2,35986,61,0,1972,26
Partial College,Clerical,M,S,1,0,2,2,54172,87,1,1972,26
High School,Manual,F,S,0,1,0,0,31468,44,0,1971,27
High School,Manual,F,S,1,1,0,0,39823,32,0,1971,27
Partial College,Clerical,M,M,1,1,2,2,43100,95,0,1971,27
Graduate Degree,Skilled Manual,M,M,1,0,0,0,65689,74,0,1970,28
Graduate Degree,Skilled Manual,F,M,1,0,0,0,63036,56,0,1970,28
Partial College,Clerical,M,S,1,0,3,3,63457,103,1,1975,23
Partial College,Clerical,F,S,1,1,3,3,39373,59,1,1975,23
Partial College,Clerical,F,M,1,1,3,3,37200,61,0,1975,23
Partial College,Clerical,F,M,1,1,3,3,50537,71,0,1974,24
Partial College,Clerical,F,S,1,1,3,3,59896,69,1,1974,24
Partial College,Clerical,F,M,1,1,3,3,46523,65,0,1974,24
Graduate Degree,Skilled Manual,F,S,0,0,0,0,69572,45,0,1974,24
Graduate Degree,Skilled Manual,M,M,1,0,0,0,66791,72,0,1974,24
Partial College,Clerical,F,M,1,1,4,4,29530,73,0,1975,23
Graduate Degree,Skilled Manual,M,S,0,0,0,0,138503,85,1,1966,32
Graduate Degree,Skilled Manual,M,M,0,0,0,0,130384,90,0,1966,32
Graduate Degree,Skilled Manual,M,M,1,0,0,0,140708,84,1,1966,32
Graduate Degree,Skilled Manual,F,S,0,0,0,0,108012,54,1,1966,32
High School,Clerical,M,M,1,1,0,1,52223,68,0,1954,44
High School,Clerical,M,S,0,1,0,1,54643,65,0,1954,44
High School,Clerical,M,S,0,1,0,1,46468,66,0,1954,44
Partial High School,Clerical,M,S,0,2,0,3,23326,56,0,1955,43
Partial High School,Clerical,M,S,0,2,0,3,31771,63,0,1955,43
Partial High School,Clerical,M,S,0,2,0,3,26382,57,1,1955,43
Partial High School,Clerical,M,S,0,2,0,3,23873,57,0,1955,43
Partial High School,Clerical,M,S,0,2,0,3,27669,58,0,1955,43
Partial High School,Clerical,F,S,1,2,0,3,11468,42,0,1955,43
High School,Clerical,M,S,0,1,0,1,53212,67,0,1955,43
High School,Clerical,M,S,1,2,0,1,43217,64,0,1955,43
Partial High School,Clerical,F,S,1,2,0,3,37522,41,0,1956,42
Partial High School,Clerical,F,S,0,2,0,3,29745,46,1,1956,42
Partial High School,Clerical,F,S,1,2,0,3,20805,41,0,1956,42
Partial High School,Clerical,M,S,1,2,0,3,25562,50,0,1956,42
Partial High School,Clerical,F,S,0,2,0,3,12107,41,1,1956,42
High School,Skilled Manual,M,M,0,2,0,2,50366,70,0,1956,42
High School,Skilled Manual,M,M,0,2,0,2,46661,66,0,1956,42
Partial High School,Clerical,M,M,1,2,1,2,13551,77,0,1957,41
Partial High School,Clerical,F,M,1,2,1,2,21401,53,0,1957,41
Partial High School,Clerical,F,S,1,2,1,2,19917,45,0,1957,41
Partial High School,Clerical,F,M,1,2,1,2,22421,51,0,1957,41
High School,Skilled Manual,F,M,0,2,0,2,30070,46,0,1957,41
Partial College,Clerical,M,M,0,1,0,1,52917,67,0,1958,40
Partial College,Clerical,F,M,1,1,0,1,40390,42,0,1958,40
Partial College,Clerical,F,S,1,1,0,2,55724,48,0,1958,40
Partial College,Clerical,M,S,0,1,0,2,62739,64,0,1958,40
Partial College,Clerical,F,S,1,1,0,2,46960,42,0,1959,39
Partial College,Clerical,M,S,0,1,0,2,62111,72,0,1959,39
Partial College,Clerical,M,S,1,1,0,2,51636,73,1,1959,39
Graduate Degree,Skilled Manual,M,S,0,0,0,0,68573,70,0,1972,26
Graduate Degree,Skilled Manual,M,S,1,0,0,0,63325,64,1,1972,26
Graduate Degree,Skilled Manual,M,S,0,0,0,0,75367,74,1,1972,26
Graduate Degree,Skilled Manual,F,S,1,0,0,0,68271,45,0,1972,26
Graduate Degree,Skilled Manual,M,S,1,0,0,0,77229,75,0,1972,26
Graduate Degree,Skilled Manual,M,S,0,0,0,0,75171,71,0,1972,26
Graduate Degree,Skilled Manual,F,M,1,0,0,1,68822,56,0,1973,25
Graduate Degree,Skilled Manual,M,M,1,0,0,1,65845,76,0,1973,25
Graduate Degree,Skilled Manual,M,S,1,0,0,1,105863,78,0,1973,25
Graduate Degree,Skilled Manual,M,S,1,0,0,1,102394,73,0,1971,27
Graduate Degree,Skilled Manual,F,M,1,0,1,1,83732,66,0,1971,27
Graduate Degree,Skilled Manual,M,M,1,0,1,1,89141,92,0,1971,27
Bachelors ,Skilled Manual,F,M,1,0,1,1,59832,55,0,1972,26
Bachelors ,Skilled Manual,M,M,1,0,1,1,48016,84,1,1972,26
Graduate Degree,Skilled Manual,M,S,0,0,0,1,100939,78,1,1972,26
Graduate Degree,Professional,M,S,0,0,0,1,120547,76,1,1972,26
Bachelors ,Skilled Manual,M,M,1,1,1,1,62212,85,0,1970,28
Bachelors ,Skilled Manual,M,M,1,1,1,1,51017,86,0,1970,28
Graduate Degree,Professional,F,M,1,0,0,1,90616,51,1,1970,28
Bachelors ,Skilled Manual,F,S,0,0,2,2,73146,63,1,1969,29
Bachelors ,Skilled Manual,M,S,0,0,2,2,103919,101,1,1969,29
Bachelors ,Skilled Manual,M,M,1,0,2,2,94610,111,0,1969,29
Bachelors ,Skilled Manual,F,S,0,0,2,2,70247,65,1,1969,29
Bachelors ,Skilled Manual,M,S,0,0,2,2,96734,99,0,1969,29
Graduate Degree,Professional,F,S,0,0,0,1,91863,53,1,1969,29
Graduate Degree,Professional,F,S,1,0,0,1,83788,45,0,1971,27
Graduate Degree,Professional,F,M,1,0,0,1,85032,53,0,1971,27
High School,Skilled Manual,M,S,1,2,0,2,52680,43,0,1918,80
Graduate Degree,Professional,F,S,0,0,0,1,114225,52,1,1969,29
Graduate Degree,Professional,F,S,1,0,0,1,98015,53,1,1969,29
Graduate Degree,Professional,F,M,1,0,0,1,101903,56,0,1969,29
Bachelors ,Skilled Manual,M,S,0,0,2,2,105270,105,1,1968,30
Bachelors ,Skilled Manual,F,M,1,1,2,2,77992,73,0,1968,30
Bachelors ,Skilled Manual,M,M,1,1,2,2,102492,110,0,1968,30
Graduate Degree,Professional,M,M,1,0,0,2,119214,84,0,1970,28
Graduate Degree,Professional,F,S,0,0,0,3,99045,50,1,1970,28
Graduate Degree,Professional,M,M,1,0,0,3,121356,88,0,1970,28
Graduate Degree,Professional,M,M,1,0,0,4,107266,83,0,1970,28
Graduate Degree,Professional,M,M,1,0,0,4,131967,85,1,1970,28
Graduate Degree,Professional,M,S,0,0,0,2,142871,84,0,1970,28
Bachelors ,Skilled Manual,F,M,1,1,2,2,55182,63,0,1967,31
Bachelors ,Skilled Manual,M,S,0,1,2,2,65847,94,1,1967,31
Bachelors ,Skilled Manual,F,M,1,1,2,2,30308,63,0,1967,31
Bachelors ,Skilled Manual,M,M,0,0,3,3,121120,134,1,1966,32
Bachelors ,Skilled Manual,F,M,1,0,3,3,111920,84,1,1966,32
Bachelors ,Skilled Manual,M,S,1,0,3,3,133371,126,1,1966,32
Bachelors ,Skilled Manual,F,M,1,1,3,3,102128,81,0,1966,32
Graduate Degree,Professional,F,M,1,0,0,0,96855,55,1,1966,32
Graduate Degree,Professional,F,M,1,0,0,4,104501,54,1,1966,32
Graduate Degree,Professional,F,S,1,0,0,4,90268,48,0,1966,32
Graduate Degree,Professional,F,M,1,2,5,5,91216,94,0,1969,29
Graduate Degree,Professional,F,M,1,2,5,5,104976,101,1,1969,29
Graduate Degree,Professional,M,S,0,0,0,3,148744,81,1,1969,29
Bachelors ,Professional,F,S,0,1,0,0,57286,42,1,1965,33
Bachelors ,Skilled Manual,F,S,1,2,3,3,48150,71,1,1965,33
Bachelors ,Skilled Manual,M,M,0,2,3,3,67759,116,1,1965,33
Bachelors ,Skilled Manual,M,M,1,3,3,3,67031,109,1,1965,33
Bachelors ,Skilled Manual,M,M,1,3,3,3,59044,113,1,1965,33
Bachelors ,Skilled Manual,M,M,1,1,4,4,55802,127,1,1965,33
Graduate Degree,Professional,M,S,0,0,0,0,116980,78,1,1965,33
Graduate Degree,Professional,F,M,1,1,0,0,89830,64,0,1965,33
Graduate Degree,Professional,F,S,0,1,0,0,97979,49,0,1965,33
Graduate Degree,Clerical,F,S,0,0,0,0,70690,54,1,1968,30
Graduate Degree,Clerical,M,S,0,0,0,0,85007,71,0,1968,30
High School,Manual,M,M,0,1,0,2,30347,48,0,1925,73
High School,Manual,M,M,1,1,3,3,26926,99,1,1967,31
Partial High School,Manual,M,S,1,1,3,3,12461,85,0,1967,31
High School,Manual,M,S,0,1,0,2,24797,45,0,1926,72
Bachelors ,Clerical,M,M,1,0,1,1,67572,91,1,1967,31
Partial High School,Manual,F,M,1,2,4,4,24497,72,1,1966,32
High School,Manual,F,M,1,1,1,1,19653,53,0,1966,32
Bachelors ,Clerical,M,M,1,0,0,0,69250,80,0,1967,31
High School,Manual,F,S,0,2,0,4,11803,26,0,1928,70
Bachelors ,Skilled Manual,M,M,1,2,1,1,69608,92,1,1966,32
Bachelors ,Skilled Manual,M,M,1,2,1,1,54261,91,0,1966,32
Bachelors ,Skilled Manual,M,M,1,2,1,1,57123,85,0,1966,32
Partial High School,Manual,M,S,1,2,3,4,29327,91,1,1965,33
High School,Manual,F,M,1,0,2,2,10036,57,0,1965,33
Bachelors ,Skilled Manual,F,M,1,2,1,1,49456,60,0,1965,33
Partial High School,Manual,F,M,1,1,2,3,10404,54,0,1964,34
Partial College,Skilled Manual,F,M,1,2,0,0,69961,50,0,1972,26
Partial High School,Management,M,S,1,4,5,5,155223,153,1,1971,27
Partial College,Professional,M,M,1,1,3,4,96547,122,1,1953,45
Partial College,Professional,F,S,1,1,3,4,70367,67,1,1953,45
Bachelors ,Management,M,M,1,4,3,3,170236,142,1,1958,40
Partial College,Professional,F,S,0,2,4,4,125077,88,1,1958,40
Partial College,Professional,M,M,1,3,3,3,109824,127,1,1957,41
Partial College,Professional,M,M,1,2,4,4,165717,149,0,1957,41
Partial College,Professional,M,S,0,2,4,4,155983,143,1,1957,41
Partial College,Professional,M,S,1,4,4,4,158470,134,1,1956,42
Partial College,Professional,M,M,1,4,4,4,165178,156,1,1956,42
High School,Professional,M,S,0,4,4,4,170936,143,1,1956,42
High School,Professional,F,S,0,2,4,4,141118,87,1,1956,42
Partial College,Professional,M,S,0,4,3,3,156936,131,1,1956,42
High School,Professional,M,M,1,2,1,2,112275,101,0,1955,43
High School,Professional,F,M,0,4,3,3,106401,79,1,1955,43
High School,Professional,M,M,1,3,4,4,148950,153,0,1955,43
High School,Professional,F,S,1,2,1,5,83592,56,0,1944,54
Bachelors ,Management,M,S,0,4,4,4,160135,130,1,1944,54
High School,Professional,F,M,1,2,1,5,71706,59,0,1945,53
Partial College,Professional,F,S,1,2,0,5,114260,44,0,1945,53
Bachelors ,Management,M,M,0,4,3,3,120639,121,1,1945,53
Partial College,Professional,M,S,0,4,4,4,152062,131,1,1945,53
Bachelors ,Management,M,M,1,3,4,4,176600,155,0,1945,53
Bachelors ,Management,M,M,1,4,4,4,171836,148,0,1946,52
Partial College,Professional,F,M,1,2,2,4,108945,76,1,1953,45
High School,Professional,F,M,1,4,4,4,138932,99,1,1954,44
